"Grad Oechsle","A1","A2","A3","A4","A5","A6","A7","A8","A9","A10","A11","A12","A13","A14","A15","A16","A17","A18","A19","A20","A21","A22","A23","A24","A25","A26","A27","A28","A29","A30","A31","A32","A33","A34","A35","A36","A37","A38","A39","A40","A41","A42","A43","A44","A45","A46","A47","A48","A49","A50","A51","A52","A53","A54","A55","A56","A57","A58","A59","A60","A61","A62","A63","A64","A65","A66","A67","A68","A69","A70","A71","A72","A73","A74","A75","A76","A77","A78","A79","A80","A81","A82","A83","A84","A85","A86","A87","A88","A89","A90","A91","A92","A93","A94","A95","A96","A97","A98","A99","A100","A101","A102","A103","A104","A105","A106","A107","A108","A109","A110","A111","A112","A113","A114","A115","A116","A117","A118","A119","A120"
165,6.02189131258262e-05,2.9648574819954e-05,6.14977632878251e-05,4.06828974824381e-05,2.62272499562766e-05,2.49971434856524e-05,5.89053532674384e-05,3.51128535078692e-05,3.03206216321323e-05,5.19702642192291e-05,4.36019282797593e-05,5.09437433117767e-05,6.04245199645482e-05,5.62826573078369e-06,7.64277154781281e-05,1.11105452177837e-05,4.29349713041513e-05,4.81460508825413e-05,5.93551156308185e-05,5.40601784212292e-05,6.06871921967767e-05,9.22191039116877e-06,3.28246580757842e-05,3.43206074706638e-05,3.4379099818593e-05,1.77374490988893e-05,5.02763942535025e-05,7.57145295609934e-05,5.91421676955033e-05,1.73584343372613e-05,8.20992165775873e-05,4.49074280384889e-05,7.43419581968332e-05,3.19779884700974e-05,7.9955669101466e-05,3.32215090866928e-06,4.85730078338186e-05,3.61519111179938e-06,4.71611493234261e-05,6.70698603699744e-05,1.5949644738119e-05,4.90245954411443e-05,5.62579023200811e-05,3.9251239429764e-05,1.58778962758506e-06,3.65798627229308e-05,7.437657338945e-05,6.19212413445334e-05,1.46311819687813e-05,2.67240864443927e-05,7.65745591242623e-05,8.13164719538994e-05,7.84633151110561e-05,6.36898054416761e-05,7.28089018579359e-05,1.90861177798499e-05,3.85058367934469e-05,7.20652511507172e-05,5.36695516423851e-05,3.277207393557e-05,3.26197455099864e-05,4.46395017895732e-05,6.94090779935808e-05,5.65104437168196e-05,6.44324761854448e-05,4.39580273846126e-05,7.70794798195461e-05,5.69100119689815e-05,5.33166744993628e-05,9.58686992997176e-06,5.3181062948548e-05,1.45662770427895e-05,3.03110610686318e-05,5.5958209572856e-05,4.61532588316034e-05,6.83059390236899e-05,5.07586279144782e-05,2.84814692101322e-05,2.30352731584164e-05,5.51427078443031e-05,4.06057362908476e-05,1.51230710278024e-05,7.86494759648449e-05,5.15837398808428e-05,8.08774106590846e-05,6.45176825140828e-05,4.22606839139699e-05,8.03271313247692e-05,1.64860300916844e-06,7.18577875862495e-06,1.90045656748915e-05,6.40726184104947e-05,4.9811642369969e-05,6.20328124938659e-05,7.42364332069849e-05,4.95019213074051e-05,6.94694930078123e-05,2.06021652687667e-05,2.63841444492234e-06,1.47986160547314e-05,4.68479401630226e-05,8.2848407653565e-05,2.43356956888616e-05,5.47568538659038e-05,2.88406976603959e-05,1.79324638489981e-05,7.34434363346842e-05,4.78334491185246e-05,5.31905276462702e-05,3.6497263721647e-05,3.3286951032266e-05,1.64317961144639e-05,8.04254684826345e-05,7.61092656292408e-05,1.82271729183066e-05,6.31581642669684e-05,6.89664764166323e-05,4.3061907186884e-05,4.43060226694092e-05,4.35818912035991e-05
166,1.18912741306896e-05,6.70895538898031e-05,1.43522824446357e-05,3.21283364803165e-05,8.01808013884534e-05,2.04163937541745e-05,8.99267325102681e-06,3.50972060803568e-05,7.90239141522049e-05,6.87515700137093e-06,1.83709425943105e-05,6.83831805152737e-05,5.24077258183226e-05,7.5826862460928e-05,5.26336905829475e-05,8.18570285681495e-05,2.10275359692694e-05,1.16004470514094e-05,2.35490156261314e-05,5.2063611492321e-05,2.97502466553907e-05,6.71044211018011e-05,1.53576345071599e-05,2.61830687521346e-07,3.36010127501695e-05,3.6703441279875e-05,2.19935334857124e-05,2.42589565440733e-05,4.65447380512042e-05,4.20842678058322e-05,2.34412761504271e-05,5.15559111759006e-05,2.13440757795974e-06,6.78764693266593e-05,7.19850795946851e-05,3.57312206793443e-05,5.68856106358602e-05,4.25000821261392e-05,1.41944256554048e-05,8.63310605036768e-06,1.41147928895622e-06,6.56937237211384e-05,3.05263767154989e-05,5.73521351315289e-05,4.57878325721953e-05,3.79310451614206e-05,1.39903872446336e-06,3.45535032512768e-05,7.35549423412067e-05,5.29016797370917e-05,9.64731391602056e-06,1.13877422731126e-05,3.06191509342171e-05,3.24050600244666e-05,4.06288450995566e-06,3.84930493065215e-05,3.20184332826724e-05,6.42653524423325e-05,8.07415058683382e-05,4.02397843943383e-05,2.40103737599395e-05,7.67850905492898e-05,6.45332042089671e-05,6.17198749174957e-06,6.41301997319441e-05,1.99342833353012e-05,7.61380789479113e-05,4.99968503058592e-06,7.48873113493501e-05,4.34068166715535e-05,1.75871177246029e-06,5.23693425577663e-05,3.61163381626277e-05,6.24133503675533e-05,1.9850394144473e-06,4.29552115527198e-05,5.88075122495118e-05,2.60384369651301e-05,4.16221064386051e-05,7.54544665045561e-06,1.69657480688649e-05,6.61928756197688e-06,4.66249024080607e-06,5.77420574807742e-05,6.05942051548635e-05,5.60954757471559e-05,5.45345767135673e-05,5.53037669241043e-06,4.6862129640743e-05,5.95976897884669e-05,8.19265718062039e-05,3.97339159373222e-05,2.59859417444626e-05,3.9966186868412e-05,3.14784173265061e-05,2.18239640659228e-06,5.09914387448198e-05,1.70933454001727e-05,2.52759236202272e-05,3.60064849311534e-05,7.52101073794306e-05,1.59030091404601e-06,1.40910202584959e-05,4.16076482370644e-05,1.0973637134367e-07,4.11945001411505e-05,4.45840429212762e-05,2.4428424144172e-05,2.79616124047947e-05,6.87690629401451e-05,7.58865285468729e-05,3.99284908567194e-05,4.55673544159995e-05,6.95176930446896e-06,6.80271456192834e-05,6.23147521520168e-05,7.76578823050836e-05,2.753376542139e-06,2.19862788181403e-06,6.02895940671041e-05
167,4.59027144667049e-05,6.98386596086053e-05,3.80035981023707e-05,5.71063840555397e-07,4.94049814122276e-05,3.52499015276927e-05,6.51053610011142e-05,1.73745322969624e-06,4.66576930571923e-05,6.48845114647462e-06,6.37714319510866e-05,9.85200190645575e-06,3.78032736100646e-05,1.84785720393723e-05,6.49461961800578e-05,1.22521365408589e-05,6.79199853464379e-05,2.13795673842798e-05,4.85273640101491e-05,2.78257868438938e-05,4.90109318145546e-05,3.13278211782174e-05,1.07304003217951e-05,2.80951453395991e-05,5.60998279600908e-05,6.50052981424981e-05,5.40434526155913e-05,6.39342188330194e-05,2.01628194897743e-05,7.10323467732202e-05,5.41290319198944e-06,1.83633885772361e-05,3.14497259657609e-05,2.50444796798356e-05,4.36038027699571e-05,4.75506478941756e-06,1.71148147036653e-05,7.75260059394874e-05,6.2881276854017e-05,5.78483301147319e-05,4.66350405400125e-05,3.14025107955559e-05,8.53873172732624e-06,2.28752026616187e-06,1.48135485846546e-05,6.23183344033982e-06,8.3881556589001e-06,4.44094220151191e-05,7.36360877900327e-05,4.61000479350573e-05,1.67813926710176e-05,5.78058188858304e-05,2.28565996612278e-05,1.84668927001362e-05,4.54949737688318e-05,5.87370834739504e-05,7.42295357741778e-05,3.73497698351518e-05,9.77066064005483e-06,6.67470508949472e-05,7.13740112197826e-05,7.79859514004806e-05,6.64007049801833e-05,4.52024323323666e-05,7.35659848841797e-05,7.22150413804891e-05,6.94972189591164e-05,1.78291412426081e-05,6.5759792384129e-05,3.18780897915984e-05,8.28403068882935e-05,2.73262572414911e-05,6.69646124316414e-05,4.23397208604783e-05,3.27191947653589e-05,8.54862425064839e-06,3.86343883852023e-05,3.20901864925052e-05,4.7426145468979e-05,5.39481834739436e-05,7.72884239625657e-05,2.93802214653559e-05,6.76717322845442e-05,5.49570167269903e-05,5.56065537407797e-06,2.95652483517097e-05,2.87207380122567e-05,5.63762419007779e-05,8.26066119991945e-05,7.7900759411822e-05,6.77277381734395e-05,3.64141235369343e-05,7.42072774605023e-05,4.79281742359875e-05,6.1490865602074e-05,4.58703512345713e-05,2.929900525058e-05,7.57506896188541e-05,3.50373041338551e-05,2.20922860943786e-06,3.07381878037088e-05,4.87085479376804e-05,3.1285343707612e-05,3.90345164024489e-05,7.7674388341295e-05,4.45735140881217e-05,4.44499503575877e-05,8.75072328135564e-06,6.6434635823064e-05,6.34840972113223e-05,2.68368869405077e-05,7.38761113770704e-05,5.68505964921746e-05,6.18171208165485e-05,6.47786076036918e-05,5.01548610407034e-05,2.4731776271243e-05,6.10239478173909e-05,4.02998549182912e-05,6.33536013751952e-05
168,7.9731660469581e-05,1.98682831033928e-05,6.4364603603634e-05,3.07884163736834e-07,4.44089066319788e-05,7.83677391872438e-05,2.13187155552076e-05,3.17933412526964e-05,4.28421550967281e-05,5.74192470328854e-05,2.04906257763493e-06,5.54355877782197e-05,5.30078740946081e-05,2.48752273350858e-05,5.99304039475859e-05,7.87059042313154e-05,5.59928124685027e-06,2.61619257269523e-05,7.97454965066965e-05,2.19674286525413e-06,4.31716173493372e-05,5.27013161162935e-05,1.0771631109225e-05,2.71082944383176e-05,5.77243880383369e-05,7.11506065598118e-05,5.56610505462793e-05,7.76820455206092e-05,4.38230092209781e-05,1.84617011995329e-06,3.55099652067615e-05,4.34212711373058e-05,5.71857268502655e-05,4.39203209827585e-05,7.00100694684382e-05,3.23235443823596e-05,6.95765659566042e-05,7.6707641779822e-05,2.54122328295244e-05,3.27638731406729e-05,4.76483387411917e-05,1.31101769719237e-05,3.16095541422011e-05,2.94786307706346e-05,3.29622013988856e-06,3.1214242412311e-05,3.49837065442959e-05,5.43962122563943e-05,8.09264646349254e-05,1.80366090876666e-05,5.47897219159011e-05,8.24694275452657e-05,2.37767975794082e-05,4.440354939468e-05,2.81415944007823e-05,6.93604839477714e-05,7.3458206416184e-05,6.04442200025493e-05,5.31402773036538e-05,4.09425018930213e-05,2.28523978916046e-05,3.12629652066194e-05,2.05550350099187e-05,2.9744277799486e-05,2.60471126526695e-05,1.19460316825448e-05,1.61761195351457e-05,6.40644362167107e-05,5.77022364086602e-05,6.16818037509281e-05,1.22848227241161e-05,2.26758567123847e-06,3.88560198687782e-05,2.10981247805575e-05,5.82256034930808e-06,4.33244253956702e-05,6.43697548277687e-05,5.52473366729962e-06,4.42736984101097e-05,4.04679679643245e-05,7.42732614067082e-05,6.05290791168963e-05,3.97433908890052e-05,5.33289962969163e-06,1.59008842162393e-06,8.13658428102078e-05,1.85289017480348e-05,1.02400411459498e-07,1.67795070123691e-06,6.9187337043622e-05,7.14245346057246e-05,5.60549821553022e-05,1.97343860459636e-06,6.21077657566874e-05,3.5478385186556e-05,6.16535263816914e-05,7.07489116711928e-05,6.35075911175514e-06,7.04047231742258e-05,3.7842669152532e-05,5.73920906531106e-05,1.58795431164432e-05,1.77681585052842e-06,2.36795717991325e-05,6.04197701625507e-05,7.19849599716276e-05,3.31565663553008e-05,1.64433378132465e-05,5.16199049781264e-05,7.73392675561618e-05,5.90840382833078e-05,6.48135469732379e-05,6.3699009821102e-05,3.62082605632207e-05,8.33587708866491e-05,6.22599964291414e-05,1.71030381950165e-05,1.08284937778395e-05,5.94866722751913e-05,6.01502599977281e-05
169,4.89277733984163e-05,2.9581971413878e-05,5.23554582083457e-06,8.31450192898559e-05,3.20848857006342e-05,2.21025376425311e-05,4.57989787832962e-05,3.52948859263393e-05,7.92035451397414e-05,6.93869531954259e-05,5.94575796479668e-05,1.68479497299688e-05,4.42490861606022e-05,5.50331896079786e-05,5.54204216836931e-05,5.85271148882502e-05,2.18894113816918e-06,5.97610876858316e-05,3.00833287312947e-06,8.14745683394755e-05,4.95989374943861e-05,6.36665240862407e-05,5.21599730991296e-05,3.85203423733456e-05,4.92544434994319e-06,5.22070344793791e-05,4.63314388544939e-05,8.29231743215391e-07,6.30809527784352e-05,6.95880899687635e-05,2.5635130706451e-05,6.04050066186806e-05,3.74250915984752e-05,3.52688356901589e-05,6.02500467582332e-05,4.75718396791793e-05,6.02179809882505e-05,6.6504393285234e-06,5.7326987983278e-05,7.72317927766309e-05,6.04478702958682e-05,4.98862203417148e-05,6.21355368487679e-05,1.39252897309674e-05,2.3759937363217e-06,4.79090525252697e-05,4.78843643341887e-05,6.91755690766977e-05,4.65351386899847e-05,7.75661157958271e-05,5.18247845055456e-05,4.39931966608027e-05,6.00496916986168e-05,6.64834986899798e-05,1.69838601827696e-05,7.35719180944368e-06,9.10674916864788e-06,1.8739284870046e-06,2.1897220872212e-05,1.45591499757397e-05,2.22811872462397e-05,7.06044662260917e-05,8.10133573412498e-05,1.62658691467291e-05,5.17685538661726e-05,5.22680061260812e-05,4.0237330389966e-05,7.79927875235521e-05,2.52426896769969e-05,2.31105684015336e-05,1.88844367293835e-05,3.2925046414964e-05,7.06871864459259e-05,4.99299662681374e-06,7.64985132211649e-05,3.149721320643e-05,4.76971849138032e-05,5.48936072448751e-05,1.26212977519989e-05,7.00971392744811e-05,1.08361231722276e-05,2.92898221573651e-05,7.06031910186152e-05,5.61162698847253e-05,4.2801321489759e-05,6.20688076322349e-05,4.50674959474748e-05,3.55534714784672e-05,2.0209484526224e-05,1.1059135302016e-05,5.00265125240702e-05,4.24994689509548e-07,4.75593112263731e-06,1.71198962903694e-06,2.9985132755099e-06,7.96188923502987e-05,4.76101640816112e-05,2.66618536188779e-06,2.51424996653749e-05,6.95589855893714e-05,4.99666958002412e-05,5.72213344978748e-05,7.98393363979682e-05,1.49803571400785e-05,5.03055033999163e-05,7.48811040256197e-05,5.45280815590155e-05,5.40253806419547e-05,9.8513674061459e-06,7.52508283095737e-05,1.40811268985128e-05,4.79250146540398e-05,3.75206825821844e-07,6.13236957842382e-05,1.80937864575388e-05,3.20044168575664e-06,1.06445518461555e-05,3.46553060338796e-05,2.53448051178481e-05,2.94925359976642e-05
170,3.38041846915203e-05,7.16083479445676e-05,6.81148703557289e-05,9.01590932948518e-06,2.67044791590127e-05,4.75142512752978e-05,2.833088109768e-06,1.59971261416187e-05,9.17591859437622e-06,1.21934215049184e-05,7.0271439291981e-05,4.90427789436302e-05,2.75863871335177e-05,4.73513899110839e-05,5.87561130546784e-05,4.7463621458301e-05,4.98280498942188e-05,1.57676032720364e-05,4.26394848406269e-05,8.28390274780551e-05,7.42310651903801e-05,2.07767014775963e-05,4.19514508776792e-05,6.89708780314772e-05,3.84581599615168e-05,3.24278694058445e-05,2.57566809248702e-05,4.18243102854169e-05,4.1771863007367e-05,2.13319440208212e-05,3.58688769127583e-05,2.35817468723361e-06,1.78484742199424e-05,5.98209815770395e-05,8.33791471801783e-05,1.11693334907425e-05,1.77144670345844e-05,3.36316036620263e-05,1.02132406583911e-05,4.495640436052e-06,7.13581374462995e-05,8.88774824436022e-06,4.81442016283723e-05,4.90204749443759e-05,6.34407937617947e-05,7.17250894055787e-05,1.12164983640048e-05,3.94385835166973e-05,1.05161196050563e-06,6.21727344245686e-05,8.21549739003539e-05,6.82091072134319e-05,5.50702360594644e-05,5.7936403291274e-05,1.52673364935148e-05,2.73832070006726e-05,1.79024022127448e-05,1.62960641623024e-05,3.18708805177466e-07,6.63899899996978e-05,5.99877919614431e-05,4.56898758032002e-05,3.45056097241628e-05,6.15704911492838e-05,6.05626962313809e-05,4.1418620321342e-05,4.83530796168058e-05,4.9842784330071e-05,7.822539557063e-05,4.69950581366597e-06,5.6955877118656e-05,3.01099054996089e-05,9.1351050478125e-06,1.86311460735855e-05,2.04991972120438e-05,3.48808043503007e-05,6.27102518971321e-05,5.94913154904762e-05,8.26458598223626e-05,1.51959495466023e-05,3.20555859511835e-05,2.59387788558378e-05,2.93791950769522e-05,3.58818778649673e-05,5.43108586754305e-05,1.72442747730032e-05,5.96518035199985e-05,5.15773947026292e-05,2.15146384326688e-05,4.39409368726328e-05,6.16041236933528e-05,2.67314088231295e-05,3.64455477825468e-05,1.10510705520795e-05,3.37182628426617e-05,5.05208389904453e-07,7.16967657670461e-05,7.05768385143479e-05,6.41548929819053e-05,2.08805061758041e-05,8.11538326939798e-05,8.1153402942114e-06,2.52588022101642e-06,1.01542843333264e-05,5.14231967873562e-05,4.59122471869074e-05,6.42138205491822e-05,1.30652522291481e-05,7.20610508598436e-05,3.21866291581391e-06,7.54633974515117e-05,3.34874653687771e-05,4.3176695200253e-05,1.95975118765009e-05,2.49922788470762e-05,4.09158503116531e-05,1.19255273993487e-05,5.13394521832131e-05,2.43479675786171e-06,6.90369216140968e-05
171,5.41432735429945e-05,7.13474442384557e-05,2.5165930199402e-05,3.49874161237983e-05,6.75553614059588e-05,1.68961946741358e-05,6.73650951347558e-05,5.89430785428068e-05,6.84346068140301e-05,6.54781756381873e-05,7.77870152010787e-05,5.80857273452432e-05,6.44091121173195e-05,8.11691292492418e-05,1.60982256231421e-05,2.05869346540613e-05,7.07733637098586e-05,1.18818304467771e-05,7.19175949122358e-05,6.39963460641405e-06,7.24642645021021e-05,3.12153723131848e-05,4.07947895982568e-05,5.49166190592865e-05,4.22476034011425e-05,1.20133300620052e-05,6.21235030376935e-05,2.16766019429484e-05,3.98394286496575e-05,5.92854972489371e-05,3.71726885621079e-05,5.32259374138381e-05,1.48844644330849e-05,1.27810228051136e-05,6.09187279947569e-05,1.27222144328351e-05,1.32929616264097e-05,1.56351348228945e-06,4.0301930868661e-05,8.23005701044806e-05,7.74083713137348e-05,4.42836498110136e-05,2.47659509910597e-05,2.41387662110008e-05,6.16228558313872e-05,1.93761676205721e-05,1.89633599483755e-05,9.26149957200119e-06,7.86525045801693e-05,2.06886320562999e-05,3.28618334703413e-05,7.63871351264804e-05,4.59207239242576e-05,9.78126420843442e-06,2.62983546371359e-05,8.33181619328716e-05,5.34667221872181e-05,3.07663116553912e-05,8.3482758240021e-05,5.02949331228593e-05,3.58746600299338e-05,8.08440012116287e-05,9.84808662510495e-06,4.63735898133023e-05,7.0681292558733e-05,5.26471156638825e-05,1.88197550362055e-05,4.89989513162938e-05,7.22506659169752e-05,2.53152681069199e-05,2.65810322886094e-05,6.20780293091393e-05,6.04972097871199e-05,4.72360507327263e-06,8.09502523842603e-05,6.22730920602375e-05,3.99876418902969e-05,5.02085307582187e-05,3.87658969118423e-05,1.31926520306446e-05,2.06031806249203e-05,8.35397974830088e-05,2.8118474287422e-05,5.56393282793238e-06,1.57068401679385e-06,6.32443923726463e-06,2.59049507276807e-05,7.97613773431546e-05,7.18489089403314e-05,4.10388720415544e-05,7.88839739706194e-05,4.57996968913285e-05,5.47211506832892e-05,1.23459153753391e-06,4.28721502281652e-05,7.80979442463852e-05,6.60013847688049e-05,4.10891844916529e-05,4.25171347354326e-05,8.20142723183966e-05,2.24461568987417e-05,7.64905292381952e-06,7.69444007547779e-05,5.23577549788326e-05,1.83499230447174e-05,1.41556846736526e-05,5.65055520910638e-05,5.21888000962336e-05,3.62172079320794e-05,6.97817560798053e-05,3.34649612324425e-05,5.48770861098523e-05,6.04860551704951e-05,6.59850520186947e-05,2.86020070104397e-05,7.29338087016833e-05,1.42688536313552e-05,7.94639498457017e-05,4.86065210077741e-06,4.95440765078898e-05
172,2.67268242519394e-05,2.4727442231362e-05,3.04748910916445e-05,5.99922990733958e-05,3.503135847097e-06,1.61124137388563e-05,2.82253845932182e-05,1.1298813970716e-06,3.15337899798116e-05,4.06517437507112e-05,5.53297884803258e-05,4.41480746646783e-05,5.30648838988051e-05,8.76899488618451e-06,4.99803029424887e-05,2.84860107613841e-05,3.78061708112494e-05,4.79774581573868e-05,2.31895297761559e-05,4.49550694971726e-05,6.9461978800233e-05,2.83693212706376e-05,7.2939669842356e-05,3.06375721262395e-05,1.31343716497922e-05,7.36797843145452e-05,7.07864005995737e-05,3.86199495825211e-05,4.20820397388288e-05,5.54351735726817e-05,5.42785329957532e-05,6.18590829429279e-05,5.68696741906354e-05,3.09215746984153e-05,4.18211287362552e-05,2.51260491406441e-05,4.53146229026548e-05,8.08581971880644e-05,7.25492693705681e-06,6.70953856111422e-05,3.65214941035348e-05,6.1171619932973e-05,2.22031148725115e-05,4.49213247043368e-05,1.701656911153e-05,7.99970681550313e-05,2.43625293509995e-05,2.66617664699393e-05,4.20331272948878e-05,3.6570314164542e-05,8.08467670181312e-05,2.87425906232042e-05,1.68504543620567e-05,2.3058731847057e-05,8.24718392690745e-05,5.18647101991919e-05,2.17993753791222e-06,2.48737712142735e-05,3.56492768419499e-05,4.67775554580899e-05,7.11713913189958e-05,5.53991122797266e-05,1.77694207542447e-05,6.95547981791848e-06,7.58788106999117e-05,1.45749444804628e-05,1.8417101431433e-05,7.02940573698616e-05,4.05644306903637e-05,4.86827246506449e-05,8.13826229209781e-05,2.84583283359062e-05,3.82091142314808e-05,4.40106326164655e-05,7.41102656708555e-05,6.93203762122699e-05,7.38349019731377e-05,7.76164469054103e-05,3.64603959459154e-05,6.23300528905835e-05,4.8160742278998e-05,4.8867097618372e-05,1.623546335097e-05,3.17164271095705e-05,8.03061558263476e-05,5.55222737320053e-05,5.99664091648006e-05,2.29477776281545e-05,6.50788081068227e-05,3.39277213570456e-06,4.44482121458373e-05,4.58406719523685e-05,1.68198020820927e-05,3.78617431346616e-06,6.29132606506847e-05,6.38507567673308e-05,4.69007810024882e-05,7.14428817240678e-05,4.23963640515247e-05,5.55413960069828e-05,5.15670697618006e-05,4.06889186004659e-05,2.47708352814393e-06,4.32700362081164e-06,1.68009128852879e-06,1.67013466530413e-05,7.29269443461693e-05,3.43838531423494e-05,3.50564251441126e-05,7.54728866653453e-06,7.22092492157011e-05,9.20232863367618e-07,4.63398503712051e-05,2.99930262035719e-05,3.10338312092601e-06,2.14662344256366e-05,6.17543745925309e-05,6.32783672277839e-06,4.91388995726303e-05,5.05633967415866e-05
173,2.57155987128579e-05,1.22885596410284e-05,2.60826953950229e-05,6.20526377196927e-05,3.03973119781847e-05,6.00530697268994e-05,7.65723339369292e-05,6.11053067120433e-05,4.65174746761149e-05,8.26710762188993e-05,2.25585777453613e-05,3.08802370129571e-05,6.47121573260254e-05,4.54442820194681e-05,6.41110379198728e-05,7.01773704669268e-05,4.19660397345275e-05,4.10739843275143e-06,3.03226342103e-05,8.17173659634245e-05,1.35144868929604e-05,5.90541464892257e-05,1.60699640337199e-05,6.58617362705726e-05,2.53087699559545e-05,7.30170058377118e-05,3.07967687014973e-05,3.40495905962278e-05,5.09210548570909e-05,5.07798527573178e-05,1.36478154490081e-06,3.72117654340424e-05,5.49988494627821e-05,2.23019727058841e-05,7.38474586000147e-05,3.19554239968888e-05,5.75509991056885e-06,6.93631507753386e-05,2.47687892952056e-05,2.36095628133345e-05,4.90241165792269e-06,1.67597902800636e-05,8.27570713047762e-05,1.11525800947507e-05,8.10000451900848e-05,7.24851133339485e-05,2.26924756589088e-05,7.19578561458343e-05,5.48002169713022e-05,8.06863366598422e-05,3.97587991871461e-05,2.69238828674437e-05,5.36145690092792e-05,4.68770649335931e-05,7.84608422137123e-06,1.64765825357828e-05,3.14312510717803e-05,6.48617764878205e-05,6.90063193975886e-05,2.43882660533561e-05,3.09034275420372e-05,5.53726673146966e-05,6.93771103658723e-05,6.76139858101163e-05,7.68640261041664e-05,3.32114220299729e-05,8.11396365618863e-06,4.48972395901372e-06,2.97316873364839e-05,5.39319456362073e-05,3.8326812521294e-05,9.27824360906477e-06,4.99311864894784e-05,6.7770019242753e-05,6.83987374861182e-05,2.39494736574766e-05,6.256434245104e-05,4.13057018171196e-05,1.52858109205218e-05,5.32624830167353e-05,1.8243446946493e-05,4.09150009062245e-05,2.44261012231664e-05,6.30122240979083e-05,2.31479718348405e-05,1.82131340200985e-05,1.18136432415376e-05,4.24587257617391e-05,3.30447764872321e-05,3.06329122555646e-05,3.81892832852281e-05,7.8990340096573e-05,4.17089720799209e-05,2.89113170389942e-05,7.72361616254985e-05,3.13922747353594e-05,5.64920995170611e-05,3.61102229299726e-05,4.43657106447392e-06,3.7910933408407e-05,5.20936696262727e-05,3.39810673256908e-05,2.8235084042435e-05,1.69638273482858e-05,3.75916833030572e-05,5.18636906208191e-05,5.87351839228388e-05,5.78995082754186e-06,3.30847999534652e-05,1.56428671071212e-05,7.72767959515055e-06,7.8738697409887e-05,3.93546297278615e-05,4.55853188106047e-05,6.77039800380105e-05,7.94172483269434e-05,1.80903948675661e-05,2.41169791709226e-05,2.15904220328322e-06,6.91550037561673e-05
174,1.8365579150155e-05,5.8831329476552e-05,3.12293964238971e-06,7.28713474482741e-05,7.15842424391897e-05,2.62001173337811e-05,2.98427304554758e-05,3.61619617313196e-05,2.62296412305355e-05,4.17092885517866e-05,1.82373712898462e-05,5.83700619356124e-05,1.49460976451055e-05,7.6495975764728e-05,1.97535044684093e-05,7.70098641422199e-05,1.75208700745424e-05,3.6352794130122e-05,7.65916920919206e-05,9.16531578482865e-06,2.76943036894833e-05,4.77728282273296e-05,6.3487016535379e-05,3.18930792922946e-05,1.67315818672543e-05,2.82981628489057e-05,3.68739122699301e-05,6.98054862162786e-05,4.12437908531235e-05,5.15804872544154e-05,1.94726100527192e-05,6.66359705348147e-05,3.51876751230642e-05,6.79430108781973e-05,1.59749163737352e-05,1.66692219471052e-05,2.95633886295503e-05,6.19142658882291e-07,1.08218936515254e-05,2.78553914103287e-05,2.32795673158468e-05,4.51763291919745e-05,4.95171347024608e-05,5.37173168101448e-05,5.48508620427683e-05,1.86684822627013e-05,5.22388101615017e-05,2.64939175752769e-05,4.31105312162867e-05,6.26361978113367e-05,2.58881339789441e-05,1.61717257810221e-05,7.16852682361785e-05,2.39506078000268e-05,1.11891083028832e-05,4.34410129499824e-05,1.84440284104518e-05,2.76666711523462e-06,2.25705579128492e-05,5.6018103639179e-05,5.71384966396207e-05,7.94110866109629e-05,6.20991293338406e-05,7.81358846409019e-05,8.79685690190649e-06,6.4306404631837e-05,1.56989501050238e-05,3.80461209083248e-05,5.05163563362324e-05,1.00934024233747e-05,7.12617393377251e-05,3.27244397538908e-05,7.51004606864656e-05,4.64651453478007e-05,8.55256572143241e-06,6.46032244410447e-05,2.55289109961623e-05,5.71591097860255e-05,3.27061655028785e-05,2.42923897293512e-05,4.55745011932246e-05,5.48482396749743e-06,1.82037699162617e-05,5.77587915946499e-05,5.86846700903973e-05,1.88993659321202e-05,6.03948460136268e-05,6.10094324310476e-05,2.48470509877936e-05,5.31076560880916e-05,4.09090884373759e-05,4.539090079432e-05,3.64734282437239e-05,6.71431123314131e-05,5.21762319506756e-05,2.53103488908102e-06,2.69888749034596e-05,9.9558271320425e-06,4.5414586976908e-05,8.09742269619294e-05,1.15328561713921e-05,1.6013440134958e-05,1.23768968911125e-05,5.24336035856055e-05,8.19961283335472e-05,5.80230823961141e-05,6.23224602898196e-05,3.94384108532275e-05,8.12117226849452e-05,2.9600162582513e-05,1.79764815345691e-05,1.4276838801216e-05,2.26208501468844e-06,6.36527915421381e-05,5.91645267976364e-05,4.37329110330975e-05,7.62864784720822e-05,3.01623173071262e-05,7.44696331819507e-05,9.25465480991898e-06
